ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Numchildren,TotalNumPurchases,TotalAcceptedCmp,TotalMnt,Age
10525,1986,2nd_Cycle,Single,26576.0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,0,1,4,2,27,35
1453,1943,3rd_Cycle,Single,57513.0,2013-06-07,59,735,40,183,52,20,30,2,9,3,13,6,0,0,27,0,1060,78
8310,1964,2nd_Cycle,In_Relationships,68142.0,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,1,24,0,1459,57
10710,1979,2nd_Cycle,In_Relationships,7500.0,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,1,4,0,18,42
5031,1974,2nd_Cycle,In_Relationships,83145.0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,26,2,1833,47
2613,1960,2nd_Cycle,In_Relationships,54197.0,2014-03-04,16,162,6,37,6,13,13,2,1,3,6,1,0,1,12,0,237,61
213,1963,3rd_Cycle,Single,23091.0,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,2,10,0,48,58
967,1976,2nd_Cycle,In_Relationships,46049.0,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,2,26,1,515,45
1077,1974,2nd_Cycle,In_Relationships,56715.0,2012-05-12,52,258,105,239,237,172,9,1,7,3,4,4,0,0,15,0,1020,47
7959,1961,2nd_Cycle,In_Relationships,79410.0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,11,0,1370,60
640,1951,2nd_Cycle,In_Relationships,57304.0,2013-11-03,61,356,80,329,138,17,106,2,7,6,10,5,0,1,25,0,1026,70
4252,1965,2nd_Cycle,In_Relationships,44375.0,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,1,12,0,301,56
8432,1956,2nd_Cycle,In_Relationships,54450.0,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,2,31,0,684,65
6218,1965,2nd_Cycle,In_Relationships,59594.0,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,17,1,499,56
6905,1994,2nd_Cycle,In_Relationships,80685.0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,21,0,1004,27
5922,1974,3rd_Cycle,In_Relationships,40344.0,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,1,12,0,218,47
3598,1972,2nd_Cycle,In_Relationships,62710.0,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,1,22,0,606,49
6116,1968,2nd_Cycle,In_Relationships,48985.0,2013-05-07,13,19,13,18,10,7,8,1,1,1,3,3,0,1,6,0,75,53
6263,1968,2nd_Cycle,In_Relationships,35322.0,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,3,9,0,106,53
10486,1948,2nd_Cycle,In_Relationships,77142.0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,17,0,990,73
2410,1969,2nd_Cycle,Single,81657.0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,16,0,1097,52
193,1996,1st_Cycle,In_Relationships,14421.0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,0,0,4,1,16,25
3363,1974,2nd_Cycle,In_Relationships,20130.0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,5,0,34,47
8278,1990,3rd_Cycle,In_Relationships,74214.0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,16,0,1711,31
10660,1957,2nd_Cycle,In_Relationships,66726.0,2014-12-01,61,349,7,35,0,0,47,3,8,2,4,7,0,2,17,1,438,64
8686,1979,1st_Cycle,In_Relationships,23724.0,2013-08-01,65,5,23,15,0,18,14,2,2,0,3,8,0,1,7,0,75,42
1604,1960,2nd_Cycle,In_Relationships,47353.0,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,1,13,0,225,61
5907,1952,2nd_Cycle,In_Relationships,33444.0,2012-03-11,24,8,0,8,0,0,2,1,1,0,2,8,0,2,4,0,18,69
10669,1981,2nd_Cycle,In_Relationships,54386.0,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,1,17,0,470,40
2918,1981,2nd_Cycle,Single,28510.0,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,2,9,0,91,40
5735,1991,2nd_Cycle,Single,90638.0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,18,1,2525,30
359,1950,2nd_Cycle,In_Relationships,48070.0,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,1,1,19,0,504,71
8387,1957,2nd_Cycle,In_Relationships,43140.0,2013-05-01,68,134,8,76,6,0,11,1,4,1,5,6,0,1,11,0,235,64
1829,1961,3rd_Cycle,Single,54959.0,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,21,2,1232,60
3839,1958,1st_Cycle,Single,15056.0,2013-03-05,76,6,12,3,21,6,40,5,2,2,3,5,0,2,12,0,88,63
9392,1971,2nd_Cycle,Single,26954.0,2014-08-05,17,4,1,11,0,0,1,1,1,0,2,7,0,1,4,0,17,50
2292,1985,2nd_Cycle,Single,22327.0,2013-02-08,94,5,4,8,2,0,5,1,1,0,3,5,0,1,5,0,24,36
10466,1965,2nd_Cycle,In_Relationships,44393.0,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,2,7,0,60,56
9855,1952,3rd_Cycle,Single,62000.0,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,1,26,1,1020,69
4088,1962,3rd_Cycle,In_Relationships,31497.0,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,1,10,0,155,59
5231,1974,2nd_Cycle,In_Relationships,45894.0,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,2,5,0,51,47
590,1970,2nd_Cycle,Single,78579.0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,16,1,1812,51
8732,1969,2nd_Cycle,Single,67369.0,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,25,3,1461,52
2315,1960,2nd_Cycle,Single,58401.0,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,1,6,0,96,61
3515,1952,2nd_Cycle,Single,62307.0,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,1,9,0,160,69
2245,1969,2nd_Cycle,In_Relationships,43641.0,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,2,10,0,139,52
6283,1968,2nd_Cycle,Single,63841.0,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,1,22,0,908,53
2246,1965,2nd_Cycle,In_Relationships,46891.0,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4,0,1,8,0,183,56
6606,1969,2nd_Cycle,In_Relationships,70091.0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,19,1,1161,52
5545,1972,3rd_Cycle,In_Relationships,78075.0,2014-05-04,72,572,8,259,34,35,80,1,3,5,5,1,0,0,14,0,988,49
7342,1961,2nd_Cycle,Single,59184.0,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,1,27,0,1072,60
837,1977,2nd_Cycle,In_Relationships,54809.0,2013-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,2,12,0,174,44
9500,1959,2nd_Cycle,In_Relationships,58113.0,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,1,1,22,0,758,62
3602,1958,2nd_Cycle,In_Relationships,51412.0,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,1,11,0,195,63
234,1979,2nd_Cycle,Single,15287.0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,0,1,6,2,31,42
2995,1957,2nd_Cycle,In_Relationships,66636.0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,17,0,1084,64
1118,1956,2nd_Cycle,In_Relationships,50965.0,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,0,1,22,1,685,65
7789,1965,3rd_Cycle,In_Relationships,84618.0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,26,1,1672,56
3068,1990,2nd_Cycle,In_Relationships,18351.0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,6,0,43,31
8955,1957,3rd_Cycle,In_Relationships,40451.0,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,0,2,5,1,49,64
945,1965,2nd_Cycle,In_Relationships,36317.0,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,1,9,0,133,56
5644,1957,2nd_Cycle,In_Relationships,42213.0,2013-12-10,96,309,3,24,4,3,20,2,5,1,7,7,0,1,15,1,363,64
7192,1955,2nd_Cycle,In_Relationships,65748.0,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,1,1,18,0,545,66
2324,1972,2nd_Cycle,In_Relationships,77044.0,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,0,1,31,1,1065,49
697,1969,2nd_Cycle,In_Relationships,74918.0,2013-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,21,1,2047,52
3439,1972,2nd_Cycle,In_Relationships,56721.0,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,2,15,0,296,49
1506,1975,2nd_Cycle,Single,42160.0,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,2,11,1,140,46
232,1965,2nd_Cycle,Single,61559.0,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,1,17,0,530,56
8876,1963,3rd_Cycle,In_Relationships,33629.0,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,2,13,0,152,58
4500,1991,3rd_Cycle,In_Relationships,68682.0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,24,0,1598,30
9739,1963,2nd_Cycle,Single,34377.0,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,1,8,0,114,58
10395,1986,1st_Cycle,Single,8940.0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,1,10,0,101,35
1176,1973,2nd_Cycle,In_Relationships,26228.0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,1,4,0,25,48
1627,1957,2nd_Cycle,Single,77297.0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,22,1,789,64
938,1981,2nd_Cycle,In_Relationships,40211.0,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,0,2,7,1,87,40
2740,1958,3rd_Cycle,Single,33438.0,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,2,11,0,90,63
257,1959,3rd_Cycle,In_Relationships,75032.0,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,1,20,0,1215,62
4058,1955,3rd_Cycle,Single,61284.0,2013-12-10,76,618,15,106,20,7,45,1,11,2,8,6,0,0,22,1,811,66
7736,1986,2nd_Cycle,In_Relationships,22518.0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,0,1,7,2,61,35
8210,1975,2nd_Cycle,In_Relationships,54730.0,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,1,18,0,405,46
833,1955,2nd_Cycle,In_Relationships,38452.0,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,2,9,0,72,66
6230,1971,2nd_Cycle,Single,44421.0,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,2,14,0,189,50
7325,1986,3rd_Cycle,In_Relationships,38197.0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,1,5,0,40,35
1307,1978,2nd_Cycle,Single,41986.0,2014-09-02,15,27,5,8,8,3,12,3,3,0,4,4,0,1,10,0,63,43
1502,1983,2nd_Cycle,In_Relationships,28427.0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,1,7,0,52,38
6211,1976,3rd_Cycle,In_Relationships,37395.0,2014-02-05,47,18,0,9,0,1,11,1,1,0,3,6,0,1,5,0,39,45
843,1971,2nd_Cycle,In_Relationships,64722.0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,1,25,0,805,50
4174,1956,2nd_Cycle,In_Relationships,55249.0,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,1,8,0,130,65
9757,1972,2nd_Cycle,In_Relationships,84906.0,2013-04-10,98,997,15,414,99,30,76,1,5,6,12,2,0,0,24,3,1631,49
6918,1989,2nd_Cycle,In_Relationships,28691.0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,1,5,0,34,32
286,1952,2nd_Cycle,Single,44213.0,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,2,12,0,152,69
11086,1984,1st_Cycle,Single,25707.0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,1,5,0,21,37
1921,1967,3rd_Cycle,In_Relationships,59062.0,2013-03-10,74,46,1,12,3,0,9,2,2,0,3,4,0,3,7,0,71,54
4138,1962,2nd_Cycle,Single,76624.0,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,0,1,23,1,899,59
7718,1947,2nd_Cycle,In_Relationships,66000.0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,10,0,711,74
1291,1978,3rd_Cycle,In_Relationships,27683.0,2012-04-08,90,152,9,121,12,12,45,4,6,2,4,8,0,1,16,0,351,43
6862,1971,2nd_Cycle,Single,1730.0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,15,0,8,50
4136,1992,1st_Cycle,Single,7500.0,2012-03-12,63,10,17,18,8,26,40,4,3,2,2,9,0,1,11,0,119,29
803,1968,2nd_Cycle,In_Relationships,40521.0,2013-05-04,82,12,0,5,0,0,4,1,0,1,2,5,0,2,4,0,21,53
4298,1973,3rd_Cycle,In_Relationships,20427.0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,1,4,0,10,48
10833,1975,2nd_Cycle,In_Relationships,65106.0,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,27,1,973,46
9606,1965,3rd_Cycle,In_Relationships,69969.0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,13,3,1536,56
8534,1952,2nd_Cycle,In_Relationships,67433.0,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,2,28,1,992,69
5153,1967,3rd_Cycle,In_Relationships,77766.0,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,34,2,1529,54
961,1972,2nd_Cycle,In_Relationships,74716.0,2013-12-09,92,133,27,421,13,195,71,2,7,3,5,4,0,1,17,0,860,49
5011,1963,2nd_Cycle,Single,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,1,23,0,928,58
6653,1970,3rd_Cycle,In_Relationships,55158.0,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,2,18,1,418,51
9094,1955,2nd_Cycle,In_Relationships,62972.0,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,1,16,1,587,66
810,1975,2nd_Cycle,In_Relationships,74190.0,2014-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,1,19,0,641,46
5493,1976,2nd_Cycle,In_Relationships,39356.0,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,0,2,4,1,23,45
2147,1969,2nd_Cycle,In_Relationships,76653.0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,23,2,2279,52
5107,1973,3rd_Cycle,Single,35860.0,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,0,2,6,1,49,48
3979,1983,3rd_Cycle,Single,90687.0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,17,2,1779,38
6049,1982,2nd_Cycle,In_Relationships,73450.0,2013-05-12,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,27,2,1804,39
8147,1960,2nd_Cycle,In_Relationships,31454.0,2013-06-07,40,28,0,11,0,0,9,3,2,0,3,8,0,2,8,0,48,61
1857,1952,2nd_Cycle,Single,47139.0,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,0,2,7,1,83,69
3910,1975,2nd_Cycle,Single,83829.0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,0,0,17,4,1862,46
5207,1963,3rd_Cycle,In_Relationships,53378.0,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,2,29,1,793,58
11114,1970,2nd_Cycle,In_Relationships,19656.0,2013-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,1,9,0,84,51
5429,1948,3rd_Cycle,In_Relationships,45579.0,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,1,10,0,183,73
9400,1958,2nd_Cycle,Single,85485.0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,19,0,1383,63
1740,1944,2nd_Cycle,In_Relationships,55956.0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,0,16,1,999,77
7488,1963,2nd_Cycle,Single,64191.0,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,1,24,0,825,58
195,1972,2nd_Cycle,Single,38808.0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,0,1,14,2,246,49
635,1966,2nd_Cycle,In_Relationships,57183.0,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,2,25,0,610,55
7527,1968,2nd_Cycle,Single,23748.0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,1,9,0,76,53
10319,1971,2nd_Cycle,In_Relationships,66303.0,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,22,1,1286,50
2296,1975,2nd_Cycle,In_Relationships,37368.0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,0,1,4,1,30,46
10637,1964,2nd_Cycle,In_Relationships,40800.0,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,1,3,8,0,99,57
2931,1978,2nd_Cycle,Single,71847.0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,22,1,1192,43
907,1975,2nd_Cycle,In_Relationships,46149.0,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,1,18,0,362,46
3698,1983,2nd_Cycle,In_Relationships,78687.0,2012-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,19,2,2130,38
9516,1971,2nd_Cycle,Single,49118.0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,0,28,3,1229,50
679,1957,3rd_Cycle,In_Relationships,37633.0,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,2,6,0,38,64
7384,1951,2nd_Cycle,In_Relationships,39767.0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,17,0,485,70
5043,1951,1st_Cycle,In_Relationships,26997.0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,13,0,434,70
5267,1970,2nd_Cycle,Single,33986.0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,1,5,0,44,51
339,1972,3rd_Cycle,In_Relationships,57091.0,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,18,2,496,49
2516,1969,2nd_Cycle,In_Relationships,46831.0,2013-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,2,7,0,78,52
9010,1972,2nd_Cycle,In_Relationships,83151.0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,0,0,23,4,2346,49
378,1971,2nd_Cycle,In_Relationships,52531.0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,21,0,794,50
4808,1956,2nd_Cycle,In_Relationships,15759.0,2013-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0,4,0,17,65
5068,1971,2nd_Cycle,Single,22804.0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,1,5,0,26,50
7628,1973,2nd_Cycle,In_Relationships,43050.0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,1,8,0,76,48
7128,1977,3rd_Cycle,Single,42997.0,2013-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,2,4,0,15,44
2811,1963,3rd_Cycle,Single,48918.0,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,2,7,0,62,58
3551,1954,2nd_Cycle,In_Relationships,60033.0,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,1,10,0,198,67
1663,1978,3rd_Cycle,In_Relationships,34043.0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,1,5,0,49,43
5543,1966,2nd_Cycle,In_Relationships,57811.0,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,25,1,802,55
1577,1946,2nd_Cycle,In_Relationships,78569.0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,15,2,1736,75
10641,1978,2nd_Cycle,Single,7500.0,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,2,10,0,57,43
5336,1971,2nd_Cycle,In_Relationships,157733.0,2013-04-06,37,39,1,9,2,0,8,0,1,0,1,1,0,1,2,0,59,50
6024,1953,2nd_Cycle,In_Relationships,94384.0,2013-04-03,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,18,4,2302,68
1878,1985,2nd_Cycle,In_Relationships,23148.0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,6,0,37,36
3099,1970,2nd_Cycle,Single,44267.0,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,2,16,0,310,51
6055,1979,2nd_Cycle,In_Relationships,71626.0,2012-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,0,19,1,1305,42
5841,1966,2nd_Cycle,In_Relationships,60894.0,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,1,26,0,832,55
3972,1976,2nd_Cycle,In_Relationships,50200.0,2013-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,2,19,0,401,45
4394,1965,3rd_Cycle,In_Relationships,81051.0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,23,2,1501,56
5758,1982,2nd_Cycle,In_Relationships,65169.0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,0,0,28,5,1189,39
6658,1972,2nd_Cycle,In_Relationships,59868.0,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,1,32,0,1194,49
4603,1960,3rd_Cycle,In_Relationships,65695.0,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,1,21,0,656,61
8427,1956,2nd_Cycle,Single,64857.0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,23,0,1540,65
10260,1965,2nd_Cycle,In_Relationships,45143.0,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,1,15,0,311,56
7143,1955,2nd_Cycle,In_Relationships,74805.0,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,1,26,0,820,66
8789,1989,2nd_Cycle,In_Relationships,59060.0,2014-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,1,14,0,274,32
6197,1962,3rd_Cycle,Single,27238.0,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,2,9,0,57,59
4554,1965,2nd_Cycle,In_Relationships,47009.0,2013-01-10,89,171,45,73,59,10,90,4,3,2,8,4,0,1,17,0,448,56
4937,1973,2nd_Cycle,In_Relationships,46094.0,2014-10-06,62,12,2,20,3,2,5,1,1,0,3,7,0,2,5,0,44,48
1920,1972,2nd_Cycle,In_Relationships,40321.0,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,2,8,0,102,49
8749,1984,2nd_Cycle,In_Relationships,37235.0,2014-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,1,5,0,61,37
1650,1960,2nd_Cycle,In_Relationships,81843.0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,27,0,1643,61
10377,1958,2nd_Cycle,In_Relationships,46692.0,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,1,15,0,397,63
9206,1968,2nd_Cycle,In_Relationships,77382.0,2014-07-01,36,491,48,231,112,105,134,2,5,7,12,1,0,1,26,1,1121,53
10971,1977,2nd_Cycle,Single,37774.0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,2,16,2,473,44
6398,1974,1st_Cycle,In_Relationships,18393.0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,1,8,0,50,47
9212,1962,2nd_Cycle,In_Relationships,72828.0,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,1,28,0,1678,59
7937,1982,2nd_Cycle,In_Relationships,24711.0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,7,0,58,39
839,1975,3rd_Cycle,In_Relationships,45503.0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,1,9,0,170,46
4246,1982,2nd_Cycle,Single,6560.0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,2,0,373,39
158,1945,3rd_Cycle,In_Relationships,71604.0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,0,0,17,2,1196,76
4832,1979,2nd_Cycle,In_Relationships,27244.0,2014-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,1,8,0,101,42
5621,1969,2nd_Cycle,In_Relationships,48752.0,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,2,17,1,316,52
1945,1962,2nd_Cycle,In_Relationships,71434.0,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,21,2,1400,59
5147,1948,2nd_Cycle,Single,90842.0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,27,0,1424,73
2535,1978,2nd_Cycle,In_Relationships,88097.0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,20,4,844,43
11039,1975,2nd_Cycle,In_Relationships,51948.0,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,1,13,0,311,46
9495,1982,2nd_Cycle,In_Relationships,71853.0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,17,0,1149,39
9635,1983,2nd_Cycle,In_Relationships,35876.0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,8,0,129,38
2173,1952,2nd_Cycle,Single,40049.0,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,1,5,0,32,69
942,1982,2nd_Cycle,Single,39660.0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,1,14,1,299,39
9386,1962,2nd_Cycle,In_Relationships,50127.0,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,13,1,320,59
5510,1977,2nd_Cycle,In_Relationships,43263.0,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,1,16,0,441,44
873,1949,2nd_Cycle,In_Relationships,62845.0,2012-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,0,2,28,2,1178,72
2253,1990,2nd_Cycle,In_Relationships,18929.0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,6,0,85,31
5181,1982,1st_Cycle,Single,24367.0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,1,4,0,24,39
979,1975,2nd_Cycle,Single,33249.0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,1,8,0,112,46
10390,1959,2nd_Cycle,In_Relationships,26887.0,2013-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,1,5,0,30,62
4698,1983,3rd_Cycle,In_Relationships,50150.0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,16,0,410,38
7793,1976,2nd_Cycle,In_Relationships,62061.0,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,24,1,800,45
